,Tarix,Mağaza,Kart_nomresi,Transaksiya_id,Məhsul_nomresi,Məhsul_adi,Məhsul sayi,Ümumi satış
172792,43374,8,8316,8261,20,Doritos Cheese      Supreme 330g,2,11.4
172793,43595,8,8316,8262,81,Pringles Original   Crisps 134g,2,7.4
172794,43377,8,8337,8288,47,Doritos Corn Chips  Original 170g,2,8.8
172795,43482,8,8353,8312,36,Kettle Chilli 175g,2,10.8
172796,43642,8,8353,8313,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
172797,43401,8,8356,8314,99,Pringles Sthrn FriedChicken 134g,2,7.4
172798,43554,8,8356,8315,24,Grain Waves         Sweet Chilli 210g,2,7.2
172799,43596,9,9060,8436,43,Smith Crinkle Cut   Bolognese 150g,2,5.2
172800,43517,9,9062,8438,18,Cheetos Chs & Bacon Balls 190g,2,6.6
172801,43553,9,9062,8439,99,Pringles Sthrn FriedChicken 134g,2,7.4
172802,43386,9,9073,8455,5,Natural Chip        Compny SeaSalt175g,2,6.0
172803,43595,9,9097,8482,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
172804,43431,9,9103,8484,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
172805,43474,9,9103,8485,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
172806,43421,9,9114,8495,96,WW Original Stacked Chips 160g,2,3.8
172807,43476,9,9114,8496,106,Natural ChipCo      Hony Soy Chckn175g,2,6.0
172808,43544,9,9114,8497,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,1,5.1
172809,43593,9,9114,8498,92,WW Crinkle Cut      Chicken 175g,2,3.4
172810,43522,9,9137,8533,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
172811,43407,9,9174,8575,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
172812,43639,9,9174,8576,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
172813,43419,9,9196,8611,92,WW Crinkle Cut      Chicken 175g,1,1.7
172814,43455,9,9196,8612,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
172815,43607,9,9196,8613,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
172816,43377,9,9234,8661,7,Smiths Crinkle      Original 330g,2,11.4
172817,43500,9,9234,8662,17,Kettle Sensations   BBQ&Maple 150g,1,4.6
172818,43336,9,9263,8698,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
172819,43627,9,9263,8699,46,Kettle Original 175g,2,10.8
172820,43596,9,9264,8700,103,RRD Steak &         Chimuchurri 150g,2,5.4
172821,43451,9,9302,8752,7,Smiths Crinkle      Original 330g,2,11.4
172822,43549,9,9302,8753,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
172823,43314,9,9349,8825,102,Kettle Mozzarella   Basil & Pesto 175g,1,5.4
172824,43430,9,9355,8838,51,Doritos Mexicana    170g,2,8.8
172825,43492,9,9355,8839,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
172826,43548,9,9355,8840,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
172827,43299,9,9356,8841,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
172828,43318,9,9356,8842,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4
172829,43290,9,9365,8853,74,Tostitos Splash Of  Lime 175g,2,8.8
172830,43353,9,9365,8854,3,Kettle Sensations   Camembert & Fig 150g,2,9.2
172831,43481,9,9365,8855,62,Pringles Mystery    Flavour 134g,2,7.4
172832,43578,9,9365,8856,83,WW D/Style Chip     Sea Salt 200g,2,3.8
172833,43622,9,9365,8857,28,Thins Potato Chips  Hot & Spicy 175g,1,3.3
172834,43633,9,9427,8932,24,Grain Waves         Sweet Chilli 210g,1,3.6
172835,43410,9,9442,8949,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
172836,43473,9,9442,8950,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8
172837,43432,10,10019,9157,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4
172838,43448,10,10019,9158,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
172839,43449,10,10019,9159,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
172840,43510,10,10019,9160,15,Twisties Cheese     270g,2,9.2
172841,43621,10,10019,9161,76,Woolworths Medium   Salsa 300g,2,3.0
172842,43377,10,10068,9437,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
172843,43412,10,10068,9438,71,Twisties Cheese     Burger 250g,2,8.6
172844,43426,10,10068,9439,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
172845,43439,10,10068,9440,25,Pringles SourCream  Onion 134g,2,7.4
172846,43541,10,10068,9441,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
172847,43308,10,10083,9526,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4
172848,43360,10,10083,9527,105,Woolworths Cheese   Rings 190g,2,3.6
172849,43488,10,10083,9528,92,WW Crinkle Cut      Chicken 175g,2,3.4
172850,43497,10,10083,9529,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
172851,43534,10,10083,9530,62,Pringles Mystery    Flavour 134g,2,7.4
172852,43564,10,10083,9531,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
172853,43567,10,10083,9532,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
172854,43313,10,10096,9613,11,RRD Pc Sea Salt     165g,2,6.0
172855,43435,10,10096,9614,109,Pringles Barbeque   134g,2,7.4
172856,43452,10,10096,9615,5,Natural Chip        Compny SeaSalt175g,2,6.0
172857,43296,10,10176,10077,83,WW D/Style Chip     Sea Salt 200g,2,3.8
172858,43366,10,10176,10078,111,Smiths Chip Thinly  Cut Original 175g,2,6.0
172859,43408,10,10176,10079,34,Pringles Slt Vingar 134g,2,7.4
172860,43482,10,10176,10080,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
172861,43489,10,10176,10081,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2
172862,43635,10,10176,10082,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
172863,43373,10,10184,10128,109,Pringles Barbeque   134g,2,7.4
172864,43540,10,10184,10129,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
172865,43544,10,10184,10130,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
172866,43638,10,10184,10131,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
172867,43638,10,10184,10131,81,Pringles Original   Crisps 134g,2,7.4
172868,43355,10,10212,10290,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
172869,43369,10,10212,10291,7,Smiths Crinkle      Original 330g,2,11.4
172870,43628,10,10212,10292,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
172871,43441,10,10215,10302,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
172872,43463,10,10215,10303,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
172873,43487,10,10215,10304,46,Kettle Original 175g,2,10.8
172874,43494,10,10215,10305,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
172875,43527,10,10215,10306,50,Tostitos Lightly    Salted 175g,2,8.8
172876,43540,10,10215,10307,56,Cheezels Cheese Box 125g,2,4.2
172877,43369,10,10220,10326,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
172878,43424,10,10220,10327,56,Cheezels Cheese Box 125g,2,4.2
172879,43437,10,10220,10328,72,WW Crinkle Cut      Original 175g,2,3.4
172880,43462,10,10220,10329,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
172881,43481,10,10220,10330,97,RRD Salt & Vinegar  165g,2,6.0
172882,43500,10,10220,10331,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2
172883,43614,10,10220,10332,67,RRD Chilli&         Coconut 150g,2,5.4
172884,43642,10,10220,10333,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
172885,43292,10,10239,10433,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
172886,43444,10,10239,10434,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
172887,43506,10,10239,10435,94,Burger Rings 220g,2,4.6
172888,43530,10,10239,10436,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
172889,43310,12,12025,10549,40,Thins Chips Seasonedchicken 175g,2,6.6
172890,43351,12,12025,10550,78,Thins Chips Salt &  Vinegar 175g,2,6.6
172891,43385,12,12040,10572,34,Pringles Slt Vingar 134g,2,7.4
172892,43412,12,12040,10573,68,Pringles Chicken    Salt Crips 134g,2,7.4
172893,43590,12,12040,10574,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
172894,43349,12,12042,10577,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
172895,43422,12,12042,10578,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
172896,43513,12,12042,10579,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
172897,43592,12,12042,10580,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
172898,43559,12,12093,10674,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
172899,43634,12,12093,10675,78,Thins Chips Salt &  Vinegar 175g,2,6.6
172900,43355,12,12101,10686,62,Pringles Mystery    Flavour 134g,2,7.4
172901,43610,12,12104,10689,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
172902,43624,12,12116,10705,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
172903,43626,12,12116,10706,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
172904,43640,12,12139,10745,71,Twisties Cheese     Burger 250g,2,8.6
172905,43355,12,12158,10778,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
172906,43514,12,12158,10779,99,Pringles Sthrn FriedChicken 134g,2,7.4
172907,43566,12,12158,10780,51,Doritos Mexicana    170g,2,8.8
172908,43357,12,12168,10792,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
172909,43343,12,12210,10843,99,Pringles Sthrn FriedChicken 134g,2,7.4
172910,43380,12,12214,10847,90,Tostitos Smoked     Chipotle 175g,2,8.8
172911,43573,12,12214,10848,4,Dorito Corn Chp     Supreme 380g,2,13.0
172912,43292,12,12219,10856,7,Smiths Crinkle      Original 330g,2,11.4
172913,43472,12,12219,10857,113,Twisties Chicken270g,2,9.2
172914,43457,12,12225,10864,50,Tostitos Lightly    Salted 175g,2,8.8
172915,43542,12,12268,10932,78,Thins Chips Salt &  Vinegar 175g,2,6.6
172916,43312,12,12299,10980,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
172917,43458,12,12334,11032,68,Pringles Chicken    Salt Crips 134g,2,7.4
172918,43564,12,12334,11033,50,Tostitos Lightly    Salted 175g,2,8.8
172919,43449,12,12340,11040,68,Pringles Chicken    Salt Crips 134g,2,7.4
172920,43557,12,12340,11041,4,Dorito Corn Chp     Supreme 380g,2,13.0
172921,43313,13,13021,11231,7,Smiths Crinkle      Original 330g,2,11.4
172922,43388,13,13021,11232,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
172923,43421,13,13021,11233,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
172924,43574,13,13021,11234,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
172925,43389,13,13033,11298,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
172926,43393,13,13033,11299,94,Burger Rings 220g,2,4.6
172927,43497,13,13033,11300,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
172928,43555,13,13033,11301,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
172929,43300,13,13046,11382,46,Kettle Original 175g,2,10.8
172930,43411,13,13046,11383,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
172931,43498,13,13046,11384,5,Natural Chip        Compny SeaSalt175g,2,6.0
172932,43567,13,13046,11385,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
172933,43584,13,13046,11386,4,Dorito Corn Chp     Supreme 380g,2,13.0
172934,43584,13,13046,11386,90,Tostitos Smoked     Chipotle 175g,2,8.8
172935,43627,13,13046,11387,72,WW Crinkle Cut      Original 175g,2,3.4
172936,43309,13,13067,11518,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
172937,43416,13,13067,11519,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
172938,43567,13,13067,11520,74,Tostitos Splash Of  Lime 175g,2,8.8
172939,43577,13,13067,11521,22,Thins Chips         Originl saltd 175g,2,6.6
172940,43381,13,13084,11630,86,Cheetos Puffs 165g,2,5.6
172941,43509,13,13084,11631,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
172942,43549,13,13084,11632,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
172943,43551,13,13084,11633,51,Doritos Mexicana    170g,2,8.8
172944,43559,13,13084,11634,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
172945,43565,13,13084,11635,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
172946,43351,13,13107,11751,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
172947,43446,13,13107,11752,43,Smith Crinkle Cut   Bolognese 150g,2,5.2
172948,43477,13,13107,11753,114,Kettle Sensations   Siracha Lime 150g,2,9.2
172949,43491,13,13107,11754,54,CCs Original 175g,2,4.2
172950,43494,13,13107,11755,47,Doritos Corn Chips  Original 170g,2,8.8
172951,43644,13,13107,11756,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
172952,43396,13,13131,11916,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
172953,43415,13,13131,11917,67,RRD Chilli&         Coconut 150g,2,5.4
172954,43449,13,13131,11918,25,Pringles SourCream  Onion 134g,2,7.4
172955,43479,13,13131,11919,96,WW Original Stacked Chips 160g,2,3.8
172956,43305,13,13135,11941,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8
172957,43381,13,13135,11943,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
172958,43419,13,13135,11944,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
172959,43446,13,13135,11945,35,Woolworths Mild     Salsa 300g,2,3.0
172960,43499,13,13135,11946,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
172961,43527,13,13135,11947,103,RRD Steak &         Chimuchurri 150g,2,5.4
172962,43455,13,13143,12004,85,RRD Honey Soy       Chicken 165g,2,6.0
172963,43469,13,13143,12005,86,Cheetos Puffs 165g,2,5.6
172964,43569,13,13143,12006,24,Grain Waves         Sweet Chilli 210g,2,7.2
172965,43320,13,13168,12150,78,Thins Chips Salt &  Vinegar 175g,2,6.6
172966,43373,13,13168,12151,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
172967,43418,13,13168,12152,44,Thins Chips Light&  Tangy 175g,2,6.6
172968,43480,13,13168,12153,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
172969,43543,13,13168,12154,63,Kettle 135g Swt Pot Sea Salt,2,8.4
172970,43576,13,13168,12155,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
172971,43614,14,14241,12716,11,RRD Pc Sea Salt     165g,1,3.0
172972,43409,14,14308,12728,22,Thins Chips         Originl saltd 175g,2,6.6
172973,43384,15,15021,12884,110,WW Original Corn    Chips 200g,2,3.8
172974,43577,15,15021,12885,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
172975,43629,15,15021,12886,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
172976,43283,15,15026,12915,11,RRD Pc Sea Salt     165g,2,6.0
172977,43384,15,15026,12916,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
172978,43446,15,15026,12917,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
172979,43490,15,15026,12918,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
172980,43523,15,15026,12919,68,Pringles Chicken    Salt Crips 134g,2,7.4
172981,43286,15,15029,12932,62,Pringles Mystery    Flavour 134g,2,7.4
172982,43325,15,15029,12933,20,Doritos Cheese      Supreme 330g,2,11.4
172983,43357,15,15029,12934,90,Tostitos Smoked     Chipotle 175g,2,8.8
172984,43515,15,15029,12936,50,Tostitos Lightly    Salted 175g,2,8.8
172985,43527,15,15029,12937,20,Doritos Cheese      Supreme 330g,2,11.4
172986,43561,15,15029,12938,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
172987,43369,15,15030,12939,78,Thins Chips Salt &  Vinegar 175g,2,6.6
172988,43415,15,15030,12940,63,Kettle 135g Swt Pot Sea Salt,2,8.4
172989,43529,15,15030,12941,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
172990,43535,15,15030,12942,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
172991,43608,15,15030,12943,50,Tostitos Lightly    Salted 175g,2,8.8
172992,43621,15,15030,12944,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
172993,43384,15,15040,13000,103,RRD Steak &         Chimuchurri 150g,2,5.4
172994,43410,15,15040,13001,47,Doritos Corn Chips  Original 170g,2,8.8
172995,43527,15,15040,13002,54,CCs Original 175g,2,4.2
172996,43611,15,15040,13003,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
172997,43627,15,15040,13004,76,Woolworths Medium   Salsa 300g,2,3.0
172998,43633,15,15040,13005,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
172999,43363,15,15050,13066,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
173000,43390,15,15050,13067,41,Doritos Salsa Mild  300g,2,5.2
173001,43510,15,15050,13068,50,Tostitos Lightly    Salted 175g,2,8.8
173002,43520,15,15050,13069,92,WW Crinkle Cut      Chicken 175g,2,3.4
173003,43545,15,15050,13070,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
173004,43568,15,15050,13071,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4
173005,43341,15,15060,13131,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
173006,43360,15,15060,13132,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
173007,43362,15,15060,13133,18,Cheetos Chs & Bacon Balls 190g,2,6.6
173008,43481,15,15060,13134,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
173009,43632,15,15060,13135,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
173010,43299,15,15136,13562,110,WW Original Corn    Chips 200g,2,3.8
173011,43313,15,15136,13563,71,Twisties Cheese     Burger 250g,2,8.6
173012,43375,15,15136,13564,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
173013,43556,15,15136,13565,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
173014,43644,15,15136,13566,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
173015,43361,15,15148,13651,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
173016,43446,15,15148,13652,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
173017,43448,15,15148,13653,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
173018,43478,15,15148,13654,22,Thins Chips         Originl saltd 175g,2,6.6
173019,43358,15,15151,13673,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
173020,43393,15,15151,13674,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
173021,43518,15,15151,13676,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2
173022,43595,15,15151,13677,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
173023,43282,15,15153,13683,94,Burger Rings 220g,2,4.6
173024,43301,15,15153,13684,3,Kettle Sensations   Camembert & Fig 150g,2,9.2
173025,43333,15,15153,13685,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
173026,43352,15,15153,13686,34,Pringles Slt Vingar 134g,2,7.4
173027,43442,15,15153,13687,96,WW Original Stacked Chips 160g,2,3.8
173028,43493,15,15172,13777,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8
173029,43627,15,15172,13778,36,Kettle Chilli 175g,2,10.8
173030,43285,15,15201,13935,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
173031,43314,15,15201,13936,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
173032,43340,15,15201,13937,72,WW Crinkle Cut      Original 175g,2,3.4
173033,43351,15,15201,13938,41,Doritos Salsa Mild  300g,2,5.2
173034,43361,15,15201,13939,97,RRD Salt & Vinegar  165g,2,6.0
173035,43363,15,15201,13940,71,Twisties Cheese     Burger 250g,2,8.6
173036,43477,15,15201,13941,106,Natural ChipCo      Hony Soy Chckn175g,2,6.0
173037,43491,15,15201,13942,86,Cheetos Puffs 165g,2,5.6
173038,43618,15,15201,13943,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
173039,43493,15,15221,14043,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
173040,43540,15,15221,14044,103,RRD Steak &         Chimuchurri 150g,2,5.4
173041,43637,15,15221,14045,105,Woolworths Cheese   Rings 190g,2,3.6
173042,43313,15,15240,14146,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8
173043,43376,15,15240,14148,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
173044,43379,15,15240,14149,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
173045,43437,15,15240,14150,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
173046,43484,15,15240,14151,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
173047,43512,15,15240,14152,62,Pringles Mystery    Flavour 134g,2,7.4
173048,43516,15,15240,14153,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
173049,43454,16,16027,14175,4,Dorito Corn Chp     Supreme 380g,1,6.5
173050,43391,16,16031,14180,76,Woolworths Medium   Salsa 300g,1,1.5
173051,43310,16,16034,14183,71,Twisties Cheese     Burger 250g,1,4.3
173052,43640,16,16038,14188,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7
173053,43433,16,16048,14196,5,Natural Chip        Compny SeaSalt175g,1,3.0
173054,43438,16,16048,14197,85,RRD Honey Soy       Chicken 165g,1,3.0
173055,43434,16,16090,14231,114,Kettle Sensations   Siracha Lime 150g,1,4.6
173056,43636,16,16155,14304,102,Kettle Mozzarella   Basil & Pesto 175g,1,5.4
173057,43316,16,16158,14305,11,RRD Pc Sea Salt     165g,1,3.0
173058,43322,16,16158,14306,38,Infuzions Mango     Chutny Papadums 70g,1,2.4
173059,43414,16,16158,14307,17,Kettle Sensations   BBQ&Maple 150g,1,4.6
173060,43454,16,16158,14308,7,Smiths Crinkle      Original 330g,1,5.7
173061,43351,16,16160,14311,17,Kettle Sensations   BBQ&Maple 150g,1,4.6
173062,43344,16,16172,14328,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,1,2.7
173063,43434,16,16211,14348,113,Twisties Chicken270g,1,4.6
173064,43460,16,16221,14355,80,Natural ChipCo Sea  Salt & Vinegr 175g,1,3.0
173065,43526,16,16239,14370,93,Doritos Corn Chip Southern Chicken 150g,1,3.9
173066,43634,16,16307,14433,15,Twisties Cheese     270g,1,4.6
173067,43347,16,16309,14435,88,Kettle Honey Soy    Chicken 175g,1,5.4
173068,43596,16,16315,14445,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,1,5.9
173069,43607,16,16315,14446,103,RRD Steak &         Chimuchurri 150g,1,2.7
173070,43624,16,16315,14447,63,Kettle 135g Swt Pot Sea Salt,1,4.2
173071,43325,16,16328,14462,4,Dorito Corn Chp     Supreme 380g,1,6.5
173072,43348,16,16347,14476,5,Natural Chip        Compny SeaSalt175g,1,3.0
173073,43360,16,16347,14477,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6
173074,43552,16,16347,14478,114,Kettle Sensations   Siracha Lime 150g,1,4.6
173075,43361,16,16399,14523,73,Smiths Crinkle Cut  Salt & Vinegar 170g,1,2.9
173076,43443,16,16417,14538,56,Cheezels Cheese Box 125g,1,2.1
173077,43366,16,16421,14540,114,Kettle Sensations   Siracha Lime 150g,1,4.6
173078,43359,17,17000,14616,88,Kettle Honey Soy    Chicken 175g,2,10.8
173079,43622,17,17000,14617,46,Kettle Original 175g,2,10.8
173080,43470,17,17005,14618,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
173081,43309,17,17019,14635,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2
173082,43345,17,17019,14636,50,Tostitos Lightly    Salted 175g,2,8.8
173083,43522,17,17019,14637,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
173084,43553,17,17019,14638,40,Thins Chips Seasonedchicken 175g,2,6.6
173085,43560,17,17026,14649,36,Kettle Chilli 175g,2,10.8
173086,43561,17,17026,14650,24,Grain Waves         Sweet Chilli 210g,2,7.2
173087,43562,17,17029,14654,47,Doritos Corn Chips  Original 170g,1,4.4
173088,43630,17,17049,14687,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
173089,43288,17,17077,14726,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
173090,43450,17,17077,14727,71,Twisties Cheese     Burger 250g,2,8.6
173091,43464,17,17077,14728,88,Kettle Honey Soy    Chicken 175g,2,10.8
173092,43520,17,17077,14729,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
173093,43560,17,17077,14730,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
173094,43396,17,17132,14812,52,Grain Waves Sour    Cream&Chives 210G,1,3.6
173095,43432,17,17132,14813,88,Kettle Honey Soy    Chicken 175g,2,10.8
173096,43639,17,17132,14814,78,Thins Chips Salt &  Vinegar 175g,2,6.6
173097,43442,17,17154,14856,63,Kettle 135g Swt Pot Sea Salt,2,8.4
173098,43362,17,17180,14896,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
173099,43430,17,17235,14958,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
173100,43379,17,17264,14999,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
173101,43472,17,17264,15000,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
173102,43495,17,17264,15001,20,Doritos Cheese      Supreme 330g,2,11.4
173103,43541,17,17264,15002,74,Tostitos Splash Of  Lime 175g,2,8.8
173104,43403,17,17277,15021,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
173105,43285,17,17293,15048,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2
173106,43308,17,17293,15049,71,Twisties Cheese     Burger 250g,2,8.6
173107,43439,17,17293,15050,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4
173108,43542,17,17293,15051,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
173109,43546,17,17293,15052,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,1,4.6
173110,43472,17,17296,15060,109,Pringles Barbeque   134g,2,7.4
173111,43304,17,17313,15085,20,Doritos Cheese      Supreme 330g,2,11.4
173112,43575,17,17339,15123,7,Smiths Crinkle      Original 330g,2,11.4
173113,43546,17,17343,15128,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
173114,43352,17,17346,15130,50,Tostitos Lightly    Salted 175g,2,8.8
173115,43410,17,17378,15177,49,Infuzions SourCream&Herbs Veg Strws 110g,1,3.8
173116,43393,18,18032,15219,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
173117,43487,18,18051,15244,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
173118,43596,18,18063,15254,43,Smith Crinkle Cut   Bolognese 150g,2,5.2
173119,43295,18,18064,15255,41,Doritos Salsa Mild  300g,1,2.6
173120,43312,18,18064,15256,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
173121,43297,18,18111,15323,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
